host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified
55833267,Matt,23-01-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,,1,TRUE,TRUE
67281738,Joe,15-04-2016,"Dallas, Texas, United States",,,,FALSE,Oak Cliff,3,TRUE,TRUE
133590121,Ravi,05-06-2017,US,within an hour,100,100,TRUE,North Central Dallas,1,TRUE,FALSE
126765832,Tram,20-04-2017,"Carrollton, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,3,TRUE,TRUE
14879587,Jaxsie,29-04-2014,"Dallas, Texas, United States",within an hour,100,100,TRUE,Wilshire Heights,5,TRUE,TRUE
14899691,John,29-04-2014,"Dallas, Texas, United States",within an hour,100,95,FALSE,Wilshire Heights,6,TRUE,TRUE
16107819,Annette & Craig,28-05-2014,"Dallas, Texas, United States",within an hour,100,97,TRUE,Forest Hills/Casa Linda,1,TRUE,TRUE
132800378,Chelsea,31-05-2017,"Dallas, Texas, United States",within a few hours,90,81,TRUE,Edgewood,7,TRUE,TRUE
83178794,Shentely,11-07-2016,"Dallas, Texas, United States",,,40,TRUE,Oak Cliff,3,TRUE,TRUE
137373574,Jacob,27-06-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Bent Tree,1,TRUE,TRUE
1284567,Greg,13-10-2011,"Dallas, Texas, United States",within an hour,100,96,TRUE,Lower Greenville,1,TRUE,TRUE
33161224,Keith,11-05-2015,"Dallas, Texas, United States",within an hour,100,76,TRUE,South Central Dallas,2,TRUE,TRUE
137482636,Bryan,28-06-2017,"Dallas, Texas, United States",,,60,FALSE,Hollywood/Santa Monica,0,TRUE,TRUE
124816687,Wes,08-04-2017,"Plano, Texas, United States",,,,FALSE,,0,TRUE,TRUE
395823,Keith,17-02-2011,"Dallas, Texas, United States",within an hour,100,100,TRUE,Central Dallas,8,TRUE,TRUE
31286341,Mona Lisa,15-04-2015,"Richardson, Texas, United States",within an hour,100,100,TRUE,,1,TRUE,TRUE
107659933,Rebecca,18-12-2016,"San Antonio, Texas, United States",within an hour,100,91,FALSE,Far North Dallas,3,TRUE,TRUE
73908142,Kaston,25-05-2016,"Dallas, Texas, United States",,,0,FALSE,Northeast Dallas,1,TRUE,TRUE
23459662,Jurny,07-11-2014,"Los Angeles, California, United States",within an hour,100,99,FALSE,Downtown,33,TRUE,TRUE
13042443,Danielle,11-03-2014,"Dallas, Texas, United States",within a few hours,100,100,TRUE,Forest Hills/Casa Linda,2,TRUE,TRUE
4952226,Tim,03-02-2013,"Dallas, Texas, United States",within an hour,95,98,TRUE,Oak Lawn,7,TRUE,TRUE
143601004,Papy,31-07-2017,US,within an hour,100,96,TRUE,Northwest Dallas,1,TRUE,TRUE
143767897,David,01-08-2017,"Dallas, LA, and Washington DC",,,,FALSE,Northwest Dallas,1,TRUE,TRUE
88073468,Nguyen,05-08-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,Southwest Dallas,6,TRUE,TRUE
52684636,Elaine,29-12-2015,"Dallas, Texas, United States",within a few hours,100,100,TRUE,Central Dallas,1,TRUE,TRUE
147065931,Bukky,21-08-2017,"Peninsula, Ohio, United States",,,50,FALSE,,1,TRUE,TRUE
2938312,Jeff,14-07-2012,"Dallas, Texas, United States",within a few hours,100,85,TRUE,Old Lake Highlands,1,TRUE,TRUE
32353695,Shane,01-05-2015,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,2,TRUE,TRUE
9317048,Robin,08-10-2013,"Dallas, Texas, United States",within a few hours,90,60,TRUE,Lake Highlands,1,TRUE,TRUE
6601665,Linda,27-05-2013,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,3,TRUE,TRUE
19979510,Thiago,13-08-2014,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,1,TRUE,TRUE
28950374,Webb,08-03-2015,"Dallas, Texas, United States",within a day,60,25,FALSE,North Central Dallas,1,TRUE,TRUE
2870800,Erme,08-07-2012,"Dallas, Texas, United States",within a day,60,43,FALSE,Oak Lawn,5,TRUE,TRUE
74791686,Your Stay Mgmt,30-05-2016,"Tampa, Florida, United States",within an hour,100,100,FALSE,Oak Lawn,9,TRUE,TRUE
151321467,Monique,19-09-2017,"Plano, Texas, United States",,,0,FALSE,North Central Dallas,1,TRUE,TRUE
127689710,Tim,26-04-2017,"Dallas, Texas, United States",within a day,100,100,FALSE,Lake Highlands,0,TRUE,FALSE
152362711,Becky,27-09-2017,"Dallas, Texas, United States",within an hour,100,100,FALSE,M Streets,1,TRUE,TRUE
116880529,Nelly,17-02-2017,"Dallas, Texas, United States",within an hour,90,100,TRUE,Dixon Branch,2,TRUE,TRUE
153268486,Linda And Maika,04-10-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Northeast Dallas,5,TRUE,TRUE
154063777,Lydia,10-10-2017,"Dallas, Texas, United States",,,99,TRUE,Oak Cliff,1,TRUE,TRUE
73747466,Vitaly,24-05-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,Northwest Dallas,3,TRUE,TRUE
146361525,Feliz,16-08-2017,"Dallas, Texas, United States",within an hour,100,91,TRUE,Oak Cliff,1,TRUE,TRUE
155302825,Vera,19-10-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
43384036,Ronny,04-09-2015,"Dallas, Texas, United States",within an hour,99,99,FALSE,Junius Heights,17,TRUE,TRUE
9292436,Diane And Andyan,07-10-2013,"Dallas, Texas, United States",within an hour,100,100,TRUE,Hockaday/Royal Northaven/Royalwood Estate,1,TRUE,TRUE
89845,Melanie,08-03-2010,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
52662215,Maria Esthela,29-12-2015,"Dallas, Texas, United States",,,,FALSE,Bryan Square,2,TRUE,TRUE
26026987,Andrew J,12-01-2015,"Garland, Texas, United States",within a few hours,90,96,TRUE,Oak Lawn,2,TRUE,TRUE
155801584,Kelley,22-10-2017,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,FALSE
77962932,Jeanne,15-06-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
158448001,Sammie,12-11-2017,"Dallas, Texas, United States",within an hour,90,100,FALSE,Lower Greenville,1,TRUE,FALSE
48903804,Scott,12-11-2015,"Dallas, Texas, United States",within an hour,100,100,TRUE,,3,TRUE,TRUE
158974408,Xavier,16-11-2017,"Williamsburg, Virginia, United States",within an hour,100,100,TRUE,Love Field,1,TRUE,TRUE
72672227,Sherry,18-05-2016,"Woodstock, Ontario, Canada",,,,FALSE,Lake Highlands,1,TRUE,FALSE
93358579,Nick And Ashley,03-09-2016,"Dallas, Texas, United States",,,0,FALSE,,1,TRUE,TRUE
12058747,Robert,08-02-2014,"Dallas, Texas, United States",within a few hours,100,83,TRUE,Northwest Dallas,1,TRUE,TRUE
81426399,Chon,03-07-2016,"California, United States",within an hour,100,94,FALSE,South Central Dallas,2,TRUE,TRUE
34782351,Travis,01-06-2015,"Dallas, Texas, United States",within an hour,100,77,FALSE,Lake Highlands,2,TRUE,TRUE
120118365,Rita,10-03-2017,"Dallas, Texas, United States",,,,FALSE,North Central Dallas,2,TRUE,FALSE
6332344,Angela,11-05-2013,"Dallas, Texas, United States",within an hour,100,80,FALSE,Oak Cliff,1,TRUE,TRUE
26438693,Jessica,20-01-2015,"Dallas, Texas, United States",within a day,90,76,TRUE,Bent Tree,13,TRUE,TRUE
162171546,Carly,10-12-2017,US,within an hour,100,100,TRUE,Oak Lawn,1,TRUE,FALSE
162773991,Andy,15-12-2017,"Dallas, Texas, United States",within an hour,75,67,FALSE,Oak Lawn,2,TRUE,TRUE
36151189,Grace,18-06-2015,"Dallas, Texas, United States",within an hour,100,97,FALSE,Downtown,23,TRUE,TRUE
21748101,Jamie And Larry,24-09-2014,"Dallas, Texas, United States",within an hour,100,98,TRUE,Oak Cliff,1,TRUE,FALSE
3320120,John & Erin,20-08-2012,"Dallas, Texas, United States",within an hour,100,99,TRUE,,2,TRUE,TRUE
87399308,Rohin,02-08-2016,"Coppell, Texas, United States",within an hour,100,100,FALSE,North Central Dallas,2,TRUE,TRUE
121360034,Tonya,18-03-2017,"Mesquite, Texas, United States",within an hour,100,97,FALSE,Southeast Dallas,2,TRUE,TRUE
91195494,Steven,21-08-2016,"Dallas, Texas, United States",within an hour,100,98,FALSE,Central Dallas,4,TRUE,TRUE
25499216,Jess,02-01-2015,"Dallas, Texas, United States",within an hour,100,99,TRUE,Vickery Place,2,TRUE,TRUE
67501310,Bonnie,16-04-2016,"Dallas, Texas, United States",within an hour,100,94,TRUE,,1,TRUE,TRUE
167030039,Rose,10-01-2018,"Dallas, Texas, United States",within an hour,100,98,TRUE,Hollywood/Santa Monica,2,TRUE,TRUE
168180498,Megan,16-01-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Forest Hills/Casa Linda,1,TRUE,TRUE
169717974,Noreen,24-01-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Vickery Place,2,TRUE,TRUE
166644373,Alex,08-01-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
97575284,Alex,02-10-2016,"Dallas, Texas, United States",within an hour,86,67,FALSE,Oak Lawn,1,TRUE,TRUE
33578200,Rocky,17-05-2015,"Dallas, Texas, United States",within an hour,100,70,TRUE,Bent Tree,2,TRUE,TRUE
157145430,Elba,02-11-2017,"Dallas, Texas, United States",within an hour,100,80,FALSE,Downtown,0,TRUE,TRUE
76661556,Tadeo,08-06-2016,"Greater London, England, United Kingdom",within an hour,100,100,TRUE,Oak Lawn,3,TRUE,TRUE
3227888,Luu,11-08-2012,"Grand Prairie, Texas, United States",within a few hours,90,84,FALSE,Oak Cliff,19,TRUE,TRUE
175494578,Sarah,26-02-2018,"McKinney, Texas, United States",within an hour,100,100,FALSE,Bent Tree,2,TRUE,TRUE
176573938,Pamela,04-03-2018,"Dallas, Texas, United States",within an hour,100,97,TRUE,Oak Cliff,1,TRUE,TRUE
177345712,Gwen,08-03-2018,"Southlake, Texas, United States",within an hour,100,100,TRUE,,1,TRUE,TRUE
38950383,Laurie,19-07-2015,"Dallas, Texas, United States",within an hour,100,75,FALSE,Forest Hills/Casa Linda,2,TRUE,TRUE
20415278,Joseph,22-08-2014,"Dallas, Texas, United States",within an hour,100,96,TRUE,Old East Dallas,1,TRUE,TRUE
176546660,Annette,04-03-2018,"Dallas, Texas, United States",within an hour,90,100,TRUE,,1,TRUE,FALSE
9891290,Jay,08-11-2013,"Dallas, Texas, United States",within an hour,100,100,FALSE,North Central Dallas,2,TRUE,TRUE
62681162,Sarah,12-03-2016,"Dallas, Texas, United States",,,100,FALSE,Oak Cliff,1,TRUE,TRUE
179790780,One-Ten,21-03-2018,"Dallas, Texas, United States",,,0,FALSE,Bent Tree,8,TRUE,TRUE
123604044,Yvonne,31-03-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
20874494,Jason,03-09-2014,"Dallas, Texas, United States",within an hour,100,100,TRUE,West Hollywood,3,TRUE,TRUE
181794187,Syed,01-04-2018,"Plano, Texas, United States",within an hour,99,100,FALSE,Northeast Dallas,21,TRUE,TRUE
54278420,Ashleigh,11-01-2016,"Dallas, Texas, United States",within a day,50,100,TRUE,Oak Cliff,2,TRUE,TRUE
40431653,Vince,03-08-2015,"Dallas, Texas, United States",within a few hours,100,53,FALSE,White Rock,1,TRUE,TRUE
83610363,Juan Carlos,13-07-2016,"Mexico City, Mexico City, Mexico",within an hour,100,100,FALSE,Junius Heights,2,TRUE,TRUE
15376430,Wasif,11-05-2014,"Dallas, Texas, United States",within an hour,100,93,FALSE,Cedars,2,TRUE,TRUE
16998273,David,19-06-2014,"Dallas, Texas, United States",within an hour,100,92,FALSE,Oak Lawn,0,TRUE,TRUE
93660119,Summer,05-09-2016,"Dallas, Texas, United States",within a day,100,50,FALSE,,0,TRUE,TRUE
6089366,Ron,25-04-2013,"Dallas, Texas, United States",within a few hours,90,79,TRUE,Northeast Dallas,4,TRUE,TRUE
185715595,Reginald,22-04-2018,"Dallas, Texas, United States",within a few hours,100,96,FALSE,Lake West,1,TRUE,TRUE
8284054,Doug,20-08-2013,"Dallas, Texas, United States",within an hour,100,99,FALSE,South Central Dallas,0,TRUE,TRUE
2548601,Donna,04-06-2012,"Dallas, Texas, United States",within an hour,100,50,FALSE,Northwest Dallas,1,TRUE,FALSE
11801188,Rc,30-01-2014,"Dallas, Texas, United States",within a few hours,70,81,FALSE,Northeast Dallas,3,TRUE,TRUE
188960047,Edina,10-05-2018,"Dallas, Texas, United States",within a few hours,100,100,TRUE,North Central Dallas,1,TRUE,TRUE
117804708,Quinn,23-02-2017,"Dallas, Texas, United States",within an hour,100,100,FALSE,,1,TRUE,TRUE
14853340,Larissa,28-04-2014,"Dallas, Texas, United States",within an hour,100,100,FALSE,Downtown,1,TRUE,FALSE
2662573,Dipesh,17-06-2012,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,TRUE
59094222,Iris & Julio,16-02-2016,"Dallas, Texas, United States",within an hour,100,99,FALSE,,1,TRUE,TRUE
74029480,Harneet,25-05-2016,"Saginaw, Michigan, United States",,,0,FALSE,,1,TRUE,TRUE
190824556,Lisa,21-05-2018,"Tulsa, Oklahoma, United States",within an hour,100,100,FALSE,Oak Lawn,1,TRUE,TRUE
191412276,Ruwani,24-05-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Lawn,1,TRUE,TRUE
187549121,Nora,02-05-2018,"Dallas, Texas, United States",within an hour,100,64,FALSE,North Central Dallas,1,TRUE,FALSE
11775451,Faye,30-01-2014,"Dallas, Texas, United States",within an hour,100,83,FALSE,South Central Dallas,3,TRUE,TRUE
7803629,Donna,29-07-2013,"Dallas, Texas, United States",within an hour,100,87,TRUE,Forest Hills/Casa Linda,3,TRUE,TRUE
187030106,Alin,30-04-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Bryan Square,1,TRUE,TRUE
193512222,Lesli,04-06-2018,"Dallas, Texas, United States",within an hour,100,69,TRUE,Belmont,9,TRUE,TRUE
384442953,Kristie,13-01-2021,"Dallas, Texas, United States",,,,FALSE,,12,TRUE,TRUE
112627405,Victoria & Jake,22-01-2017,"Dallas, Texas, United States",within an hour,100,99,TRUE,Oak Cliff,16,TRUE,TRUE
195454890,Stefania,13-06-2018,"Dallas, Texas, United States",within a day,100,29,FALSE,Oak Lawn,1,TRUE,TRUE
195512125,Randy,13-06-2018,"Dallas, Texas, United States",within an hour,100,90,TRUE,South Dallas,5,TRUE,FALSE
196015219,Susie,16-06-2018,"Dallas, Texas, United States",within an hour,75,50,FALSE,Prestonwood on the Park,2,TRUE,FALSE
50284779,Kelsea,01-12-2015,"Prien am Chiemsee, Bavaria, Germany",within a few hours,100,85,TRUE,Northwest Dallas,1,TRUE,TRUE
7786221,Jorge,28-07-2013,"Dallas, Texas, United States",within an hour,100,99,FALSE,Oak Lawn,2,TRUE,TRUE
92298155,Joshua,28-08-2016,"Dallas, Texas, United States",within an hour,90,88,FALSE,Central Dallas,1,TRUE,TRUE
56393267,David,27-01-2016,"Dallas, Texas, United States",within an hour,100,95,TRUE,Oak Cliff,0,TRUE,TRUE
55953759,Amy,24-01-2016,"New Orleans, Louisiana, United States",within an hour,100,99,TRUE,Bishop Arts District,2,TRUE,TRUE
122712114,Jessica,26-03-2017,"Wayzata, Minnesota, United States",,,,FALSE,,1,TRUE,TRUE
199587810,Kevin,02-07-2018,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,FALSE
52127894,Andre,23-12-2015,"Plano, Texas, United States",within an hour,100,100,FALSE,North Central Dallas,10,TRUE,TRUE
10674841,Jay & Gina,17-12-2013,"Dallas, Texas, United States",within an hour,100,97,FALSE,West Hollow,2,TRUE,TRUE
181520047,Opal,30-03-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,,2,TRUE,FALSE
3583143,Shaun,16-09-2012,"Dallas, Texas, United States",within an hour,100,97,TRUE,,1,TRUE,TRUE
1812060,Jeremy & Kelsey,26-02-2012,"Dallas, Texas, United States",within an hour,100,100,TRUE,Belmont,2,TRUE,TRUE
68827023,Diamond,25-04-2016,"Dallas, Texas, United States",,,,FALSE,Northeast Dallas,0,TRUE,TRUE
29282195,Audie,13-03-2015,"Dallas, Texas, United States",within a few hours,90,84,FALSE,Northwest Dallas,6,TRUE,TRUE
94468581,Tamaron,10-09-2016,"Dallas, Texas, United States",within an hour,90,93,FALSE,,1,TRUE,TRUE
21061695,Vanessa,07-09-2014,"Dallas, Texas, United States",within a few hours,100,25,FALSE,Lower Greenville,2,TRUE,TRUE
156708848,Yahya,29-10-2017,"Dallas, Texas, United States",,,73,TRUE,Far North Dallas,0,TRUE,TRUE
204883058,Anne,24-07-2018,US,,,0,FALSE,,1,TRUE,FALSE
50537473,Nitin,04-12-2015,"Dallas, Texas, United States",within an hour,100,98,TRUE,Southwest Dallas,2,TRUE,TRUE
151900710,Julie,24-09-2017,"Dallas, Texas, United States",within an hour,100,90,TRUE,,1,TRUE,TRUE
172009096,Wes,06-02-2018,"Dallas, Texas, United States",within a few hours,100,91,FALSE,,1,TRUE,TRUE
58898579,Belina,15-02-2016,"Dallas, Texas, United States",within an hour,100,99,TRUE,Old East Dallas,1,TRUE,TRUE
15446227,Mindy & Chau,12-05-2014,"Aubrey, Texas, United States",within a few hours,100,90,FALSE,North Central Dallas,29,TRUE,TRUE
39882108,Chris,29-07-2015,"Dallas, Texas, United States",,,50,FALSE,West Dallas,0,TRUE,TRUE
208713034,Karen,10-08-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Lawn,2,TRUE,FALSE
153830968,Catherine,08-10-2017,"Dallas, Texas, United States",within an hour,100,99,TRUE,North Central Dallas,3,TRUE,TRUE
1257156,Leah,06-10-2011,"Dallas, Texas, United States",,,,FALSE,Oak Lawn,1,TRUE,TRUE
207792786,Brooke,06-08-2018,"Plano, Texas, United States",within an hour,100,100,TRUE,Bent Tree,4,TRUE,TRUE
211225279,Airbnb In Dallas,22-08-2018,US,within an hour,100,91,FALSE,Central Dallas,61,TRUE,TRUE
211571797,Alberto,24-08-2018,"Dallas, Texas, United States",,,,FALSE,Lake Highlands,1,TRUE,FALSE
211007958,Vickie,21-08-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,North Central Dallas,1,TRUE,FALSE
202875613,Steven/Lynn,16-07-2018,"Fort Worth, Texas, United States",within an hour,100,69,FALSE,White Rock Hills,5,TRUE,TRUE
73235742,Sandres,21-05-2016,"Fort Worth, Texas, United States",within a few hours,100,95,FALSE,Oak Cliff,6,TRUE,TRUE
212339137,D,28-08-2018,"Dallas, Texas, United States",within a few hours,90,67,FALSE,Hillside/University Meadows/Ridge Wood Park/North Stonewall Terrace,4,TRUE,TRUE
132490994,Andrea,29-05-2017,"Dallas, Texas, United States",within an hour,100,98,TRUE,Central Dallas,1,TRUE,TRUE
49195938,Barry,16-11-2015,"Washington, District of Columbia, United States",within an hour,100,100,TRUE,Capitol Hill,2,TRUE,TRUE
211470588,Scott,24-08-2018,"Dallas, Texas, United States",,,100,TRUE,Deep Ellum,1,TRUE,TRUE
166905228,Ester,09-01-2018,"Dallas, Texas, United States",within an hour,100,98,FALSE,North Dallas,13,TRUE,TRUE
215956509,Damein,17-09-2018,"Mesquite, Texas, United States",within an hour,100,100,TRUE,Pleasant Grove,1,TRUE,TRUE
85191538,Mac,21-07-2016,"Glyndon, Maryland, United States",within an hour,100,100,FALSE,Central Dallas,4,TRUE,TRUE
5671934,Gokcen,28-03-2013,"Dallas, Texas, United States",within an hour,100,84,TRUE,Belmont,1,TRUE,TRUE
169589937,David,23-01-2018,"Moline, Illinois, United States",within a few hours,100,,FALSE,,2,TRUE,TRUE
217106157,Bianey Y Marbel,24-09-2018,"Phoenix, Arizona, United States",within an hour,100,100,FALSE,Oak Cliff,1,TRUE,TRUE
424907,Mya,05-03-2011,"Dallas, Texas, United States",within a day,100,96,TRUE,Central Dallas,1,TRUE,TRUE
9102250,Jennifer,28-09-2013,"Princeton, New Jersey, United States",,,,FALSE,,1,TRUE,TRUE
136922335,Wendi,25-06-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
430957331,Deisy,08-11-2021,"Dallas, Texas, United States",,,,FALSE,,35,TRUE,FALSE
17479665,Gia,30-06-2014,"Dallas, Texas, United States",within an hour,90,100,TRUE,,1,TRUE,TRUE
3540076,Jon,11-09-2012,"Dallas, Texas, United States",within an hour,100,93,TRUE,Bryan Square,3,TRUE,TRUE
219338058,Christopher,07-10-2018,"Dallas, Texas, United States",a few days or more,0,0,FALSE,,1,TRUE,TRUE
41718322,Annette,17-08-2015,"Dallas, Texas, United States",,,,FALSE,Lower Greenville,1,TRUE,TRUE
5440702,Heather,13-03-2013,"Grand Prairie, Texas, United States",,,88,FALSE,Oak Cliff,5,TRUE,TRUE
3324376,Alex From Abode,21-08-2012,"Los Angeles, California, United States",within an hour,100,98,FALSE,Downtown,131,TRUE,TRUE
8804876,Angela,12-09-2013,"Dallas, Texas, United States",within an hour,97,95,FALSE,Northwest Dallas,6,TRUE,TRUE
147574306,Anthony,24-08-2017,"Dallas, Texas, United States",within an hour,99,92,FALSE,Oak Cliff,4,TRUE,TRUE
38561005,Cassie,15-07-2015,"Plano, Texas, United States",within an hour,100,99,TRUE,Northeast Dallas,1,TRUE,TRUE
305350123,Corporate,29-10-2019,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,23,TRUE,TRUE
224496284,EZ Choice Suites,06-11-2018,"Dallas, Texas, United States",,,0,FALSE,Downtown,1,TRUE,FALSE
224682463,Craig,07-11-2018,"Dallas, Texas, United States",within a few hours,100,100,TRUE,Old East Dallas,1,TRUE,FALSE
51662786,Shelby,18-12-2015,"Dallas, Texas, United States",within an hour,99,83,FALSE,Old East Dallas,23,TRUE,TRUE
25013580,Johnny,19-12-2014,"Rockwall, Texas, United States",within an hour,100,100,FALSE,Bryan Square,2,TRUE,TRUE
102077154,Carla,01-11-2016,"Dallas, Texas, United States",within an hour,100,99,TRUE,Oak Cliff,2,TRUE,TRUE
21894497,Sam,28-09-2014,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Cliff,2,TRUE,FALSE
5999198,Kelsea,19-04-2013,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
149079146,Brian,04-09-2017,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,1,TRUE,FALSE
30375815,Yossi,31-03-2015,"Dallas, Texas, United States",within an hour,100,100,FALSE,Somerset/Highlands of Mckamy,1,TRUE,TRUE
218095119,Tron,30-09-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,Southeast Dallas,1,TRUE,FALSE
37953969,Elias,09-07-2015,"Dallas, Texas, United States",within an hour,100,50,FALSE,Old East Dallas,2,TRUE,TRUE
228255453,Jeannie,29-11-2018,"Dallas, Texas, United States",within a day,100,50,FALSE,Northeast Dallas,1,TRUE,TRUE
111660643,Lynn,15-01-2017,US,,,,FALSE,,5,TRUE,FALSE
87715890,Amanda,03-08-2016,"Dallas, Texas, United States",within an hour,100,100,FALSE,Northeast Dallas,12,TRUE,FALSE
14138202,Nancy,10-04-2014,"Dallas, Texas, United States",within an hour,100,92,TRUE,Southeast Dallas,8,TRUE,TRUE
230114897,Brett And Haley,11-12-2018,"Dallas, Texas, United States",within a few hours,90,67,TRUE,,1,TRUE,FALSE
7271872,Whitney,03-07-2013,"Waxahachie, Texas, United States",within a few hours,100,97,TRUE,Oak Lawn,2,TRUE,TRUE
91210259,Jake,22-08-2016,"Austin, Texas, United States",,,17,FALSE,,2,TRUE,TRUE
28455704,Mat,27-02-2015,"Carrollton, Texas, United States",within an hour,91,99,FALSE,Original Donation,2,TRUE,TRUE
27845745,Carmel,16-02-2015,"Plano, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,2,TRUE,TRUE
169945858,A-Solutions BnB,25-01-2018,US,within an hour,100,100,TRUE,Pleasant Grove,0,TRUE,TRUE
232413402,Kenneth,25-12-2018,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,TRUE
23549608,Lilly,10-11-2014,"Dallas, Texas, United States",within a few hours,75,50,FALSE,Northeast Dallas,1,TRUE,TRUE
204747545,Illona,24-07-2018,US,within a day,100,100,FALSE,Redbird,1,TRUE,TRUE
8098679,Nick,12-08-2013,"Dallas, Texas, United States",within a few hours,100,91,TRUE,North Central Dallas,2,TRUE,TRUE
160117825,Nick,26-11-2017,"Mesquite, Texas, United States",within an hour,100,86,TRUE,,3,TRUE,FALSE
11628547,Lauren + Kris,25-01-2014,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,8,TRUE,TRUE
121566310,Devin,19-03-2017,"Dallas, Texas, United States",,,0,FALSE,,1,TRUE,TRUE
23451300,Danyelle,07-11-2014,"Las Vegas, Nevada, United States",within an hour,100,95,TRUE,,1,TRUE,TRUE
57792678,Alex,07-02-2016,"Arlington, Texas, United States",within a few hours,88,60,FALSE,Northeast Dallas,2,TRUE,FALSE
236234443,Sunshine,13-01-2019,"Houston, Texas, United States",within an hour,100,98,TRUE,Oak Lawn,10,TRUE,TRUE
94063560,Christina,07-09-2016,"Dallas, Texas, United States",within an hour,100,99,TRUE,Belmont,1,TRUE,TRUE
190194278,Verlean,17-05-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,Northwood Hills,1,TRUE,FALSE
236673155,Foy,14-01-2019,US,,,100,FALSE,Oak Cliff,2,TRUE,TRUE
236610068,Ashley,14-01-2019,US,within a few hours,100,99,TRUE,Oak Cliff,3,TRUE,FALSE
75946268,Kelvin,05-06-2016,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,TRUE
237103801,Monica,16-01-2019,"Dallas, Texas, United States",,,100,FALSE,White Rock East,1,TRUE,FALSE
219470672,Staycay,08-10-2018,"Weatherford, Texas, United States",within a few hours,100,93,FALSE,Northwest Dallas,2,TRUE,FALSE
228893882,Nancy,03-12-2018,"Austin, Texas, United States",within an hour,100,96,TRUE,Oak Cliff,1,TRUE,TRUE
123649125,Sean,31-03-2017,"Lucas, Texas, United States",within an hour,100,95,TRUE,Oak Cliff,2,TRUE,TRUE
174760780,Christopher,22-02-2018,"Dallas, Texas, United States",,,85,TRUE,Old Lake Highlands,1,TRUE,TRUE
121544944,Taylor,19-03-2017,"Chandler, Arizona, United States",within an hour,100,98,TRUE,Beckley Club Estates,3,TRUE,TRUE
239368401,Lizhen Jocelyn,27-01-2019,"Dallas, Texas, United States",within an hour,100,100,TRUE,Northeast Dallas,2,TRUE,TRUE
142982172,Shahid,28-07-2017,"Coppell, Texas, United States",within a day,100,66,FALSE,Valley Ranch,10,TRUE,FALSE
13719097,Matt,31-03-2014,"Dallas, Texas, United States",within a few hours,90,100,TRUE,Old East Dallas,3,TRUE,TRUE
215448551,Frontdesk,14-09-2018,"Dallas, Texas, United States",within an hour,100,99,FALSE,Downtown,24,TRUE,TRUE
34613171,Kristie,30-05-2015,"Dallas, Texas, United States",within an hour,100,97,TRUE,,1,TRUE,TRUE
29523101,Sharron,17-03-2015,US,within an hour,100,100,FALSE,Central Dallas,10,TRUE,TRUE
52313523,Steve,26-12-2015,"Dallas, Texas, United States",within an hour,100,100,FALSE,Northeast Dallas,2,TRUE,TRUE
241956903,Diane,08-02-2019,"Dallas, Texas, United States",within an hour,100,97,TRUE,North Central Dallas,1,TRUE,FALSE
